experiment_resnet18_lr1e-05_outfeatures128_threshold0.4
Train: [0/49632 (0%)]	Loss: 0.339465
Train: [17888/49632 (36%)]	Loss: 0.000292
Train: [17920/49632 (36%)]	Loss: 0.000315
Train: [17952/49632 (36%)]	Loss: 0.000374
Train: [17984/49632 (36%)]	Loss: 0.000328
Train: [18016/49632 (36%)]	Loss: 0.000277
Train: [18048/49632 (36%)]	Loss: 0.000293
Train: [18080/49632 (36%)]	Loss: 0.000347
Train: [18112/49632 (36%)]	Loss: 0.000314
Train: [18144/49632 (37%)]	Loss: 0.000362
Train: [18176/49632 (37%)]	Loss: 0.000409
Train: [18208/49632 (37%)]	Loss: 0.000291
Train: [18240/49632 (37%)]	Loss: 0.000293
Train: [18272/49632 (37%)]	Loss: 0.000403
Train: [18304/49632 (37%)]	Loss: 0.000307
Train: [18336/49632 (37%)]	Loss: 0.000358
Train: [18368/49632 (37%)]	Loss: 0.000450
Train: [18400/49632 (37%)]	Loss: 0.000239
Train: [18432/49632 (37%)]	Loss: 0.000219
Train: [18464/49632 (37%)]	Loss: 0.000454
Train: [18496/49632 (37%)]	Loss: 0.000335
Train: [18528/49632 (37%)]	Loss: 0.000245
Train: [18560/49632 (37%)]	Loss: 0.000335
Train: [18592/49632 (37%)]	Loss: 0.000427
Train: [18624/49632 (38%)]	Loss: 0.000334
Train: [18656/49632 (38%)]	Loss: 0.000288
Train: [18688/49632 (38%)]	Loss: 0.000383
Train: [18720/49632 (38%)]	Loss: 0.000241
Train: [18752/49632 (38%)]	Loss: 0.000247
Train: [18784/49632 (38%)]	Loss: 0.000348
Train: [18816/49632 (38%)]	Loss: 0.000353
Train: [18848/49632 (38%)]	Loss: 0.000272
Train: [18880/49632 (38%)]	Loss: 0.000317
Train: [18912/49632 (38%)]	Loss: 0.002854
Train: [18944/49632 (38%)]	Loss: 0.000219
Train: [18976/49632 (38%)]	Loss: 0.000364
Train: [19008/49632 (38%)]	Loss: 0.000254
Train: [19040/49632 (38%)]	Loss: 0.000322
Train: [19072/49632 (38%)]	Loss: 0.000382
Train: [19104/49632 (38%)]	Loss: 0.000397
Train: [19136/49632 (39%)]	Loss: 0.000430
Train: [19168/49632 (39%)]	Loss: 0.000311
Train: [19200/49632 (39%)]	Loss: 0.000219
Train: [19232/49632 (39%)]	Loss: 0.000299
Train: [19264/49632 (39%)]	Loss: 0.000331
Train: [19296/49632 (39%)]	Loss: 0.000337
Train: [19328/49632 (39%)]	Loss: 0.000273
Train: [19360/49632 (39%)]	Loss: 0.000277
Train: [19392/49632 (39%)]	Loss: 0.000345
Train: [19424/49632 (39%)]	Loss: 0.000352
Train: [19456/49632 (39%)]	Loss: 0.000257
Train: [19488/49632 (39%)]	Loss: 0.000265
Train: [19520/49632 (39%)]	Loss: 0.000324
Train: [19552/49632 (39%)]	Loss: 0.000257
Train: [19584/49632 (39%)]	Loss: 0.000362
Train: [19616/49632 (40%)]	Loss: 0.000245
Train: [19648/49632 (40%)]	Loss: 0.000336
Train: [19680/49632 (40%)]	Loss: 0.000357
Train: [19712/49632 (40%)]	Loss: 0.000463
Train: [19744/49632 (40%)]	Loss: 0.000380
Train: [19776/49632 (40%)]	Loss: 0.000365
Train: [19808/49632 (40%)]	Loss: 0.000474
Train: [19840/49632 (40%)]	Loss: 0.000294
Train: [19872/49632 (40%)]	Loss: 0.000293
Train: [19904/49632 (40%)]	Loss: 0.000238
Train: [19936/49632 (40%)]	Loss: 0.001947
Train: [19968/49632 (40%)]	Loss: 0.000391
Train: [20000/49632 (40%)]	Loss: 0.000324
Train: [20032/49632 (40%)]	Loss: 0.000233
Train: [20064/49632 (40%)]	Loss: 0.000286
Train: [20096/49632 (40%)]	Loss: 0.000305
Train: [20128/49632 (41%)]	Loss: 0.000438
Train: [20160/49632 (41%)]	Loss: 0.000314
Train: [20192/49632 (41%)]	Loss: 0.000356
Train: [20224/49632 (41%)]	Loss: 0.000478
Train: [20256/49632 (41%)]	Loss: 0.000345
Train: [20288/49632 (41%)]	Loss: 0.000430
Train: [20320/49632 (41%)]	Loss: 0.000320
Train: [20352/49632 (41%)]	Loss: 0.000410
Train: [20384/49632 (41%)]	Loss: 0.000304
Train: [20416/49632 (41%)]	Loss: 0.000280
Train: [20448/49632 (41%)]	Loss: 0.000314
Train: [20480/49632 (41%)]	Loss: 0.000301
Train: [20512/49632 (41%)]	Loss: 0.000310
Train: [20544/49632 (41%)]	Loss: 0.000270
Train: [20576/49632 (41%)]	Loss: 0.000465
Train: [20608/49632 (42%)]	Loss: 0.000234
Train: [20640/49632 (42%)]	Loss: 0.000264
Train: [20672/49632 (42%)]	Loss: 0.000397
Train: [20704/49632 (42%)]	Loss: 0.000379
Train: [20736/49632 (42%)]	Loss: 0.000445
Train: [20768/49632 (42%)]	Loss: 0.000332
Train: [20800/49632 (42%)]	Loss: 0.000273
Train: [20832/49632 (42%)]	Loss: 0.000249
Train: [20864/49632 (42%)]	Loss: 0.000307
Train: [20896/49632 (42%)]	Loss: 0.000279
Train: [20928/49632 (42%)]	Loss: 0.000355
Train: [20960/49632 (42%)]	Loss: 0.000255
Train: [20992/49632 (42%)]	Loss: 0.000586
Train: [21024/49632 (42%)]	Loss: 0.000368
Train: [21056/49632 (42%)]	Loss: 0.000224
Train: [21088/49632 (42%)]	Loss: 0.000333
Train: [21120/49632 (43%)]	Loss: 0.000299
Train: [21152/49632 (43%)]	Loss: 0.000655
Train: [21184/49632 (43%)]	Loss: 0.000422
Train: [21216/49632 (43%)]	Loss: 0.000229
Train: [21248/49632 (43%)]	Loss: 0.000374
Train: [21280/49632 (43%)]	Loss: 0.000308
Train: [21312/49632 (43%)]	Loss: 0.000276
Train: [21344/49632 (43%)]	Loss: 0.000301
Train: [21376/49632 (43%)]	Loss: 0.000326
Train: [21408/49632 (43%)]	Loss: 0.000280
Train: [21440/49632 (43%)]	Loss: 0.000265
Train: [21472/49632 (43%)]	Loss: 0.000206
Train: [21504/49632 (43%)]	Loss: 0.000275
Train: [21536/49632 (43%)]	Loss: 0.000291
Train: [21568/49632 (43%)]	Loss: 0.000510
Train: [21600/49632 (44%)]	Loss: 0.000244
Train: [21632/49632 (44%)]	Loss: 0.000309
Train: [21664/49632 (44%)]	Loss: 0.000368
Train: [21696/49632 (44%)]	Loss: 0.000423
Train: [21728/49632 (44%)]	Loss: 0.000327
Train: [21760/49632 (44%)]	Loss: 0.000249
Train: [21792/49632 (44%)]	Loss: 0.000286
Train: [21824/49632 (44%)]	Loss: 0.000244
Train: [21856/49632 (44%)]	Loss: 0.000373
Train: [21888/49632 (44%)]	Loss: 0.000165
Train: [21920/49632 (44%)]	Loss: 0.000319
Train: [21952/49632 (44%)]	Loss: 0.000180
Train: [21984/49632 (44%)]	Loss: 0.000263
Train: [22016/49632 (44%)]	Loss: 0.000204
Train: [22048/49632 (44%)]	Loss: 0.000315
Train: [22080/49632 (44%)]	Loss: 0.000288
Train: [22112/49632 (45%)]	Loss: 0.000211
Train: [22144/49632 (45%)]	Loss: 0.000298
Train: [22176/49632 (45%)]	Loss: 0.000346
Train: [22208/49632 (45%)]	Loss: 0.000242
Train: [22240/49632 (45%)]	Loss: 0.000237
Train: [22272/49632 (45%)]	Loss: 0.000189
Train: [22304/49632 (45%)]	Loss: 0.000280
Train: [22336/49632 (45%)]	Loss: 0.000161
Train: [22368/49632 (45%)]	Loss: 0.000225
Train: [22400/49632 (45%)]	Loss: 0.000273
Train: [22432/49632 (45%)]	Loss: 0.000385
Train: [22464/49632 (45%)]	Loss: 0.000392
Train: [22496/49632 (45%)]	Loss: 0.000263
Train: [22528/49632 (45%)]	Loss: 0.000274
Train: [22560/49632 (45%)]	Loss: 0.000196
Train: [22592/49632 (46%)]	Loss: 0.000265
Train: [22624/49632 (46%)]	Loss: 0.000205
Train: [22656/49632 (46%)]	Loss: 0.000280
Train: [22688/49632 (46%)]	Loss: 0.000315
Train: [22720/49632 (46%)]	Loss: 0.000216
Train: [22752/49632 (46%)]	Loss: 0.000221
Train: [22784/49632 (46%)]	Loss: 0.000211
Train: [22816/49632 (46%)]	Loss: 0.000307
Train: [22848/49632 (46%)]	Loss: 0.000231
Train: [22880/49632 (46%)]	Loss: 0.000172
Train: [22912/49632 (46%)]	Loss: 0.000249
Train: [22944/49632 (46%)]	Loss: 0.000200
Train: [22976/49632 (46%)]	Loss: 0.000177
Train: [23008/49632 (46%)]	Loss: 0.000463
Train: [23040/49632 (46%)]	Loss: 0.000468
Train: [23072/49632 (46%)]	Loss: 0.000275
Train: [23104/49632 (47%)]	Loss: 0.000208
Train: [23136/49632 (47%)]	Loss: 0.000236
Train: [23168/49632 (47%)]	Loss: 0.000241
Train: [23200/49632 (47%)]	Loss: 0.000291
Train: [23232/49632 (47%)]	Loss: 0.000243
Train: [23264/49632 (47%)]	Loss: 0.000229
Train: [23296/49632 (47%)]	Loss: 0.000277
Train: [23328/49632 (47%)]	Loss: 0.000268
Train: [23360/49632 (47%)]	Loss: 0.000248
Train: [23392/49632 (47%)]	Loss: 0.000196
Train: [23424/49632 (47%)]	Loss: 0.000160
Train: [23456/49632 (47%)]	Loss: 0.000206
Train: [23488/49632 (47%)]	Loss: 0.000193
Train: [23520/49632 (47%)]	Loss: 0.000194
Train: [23552/49632 (47%)]	Loss: 0.000209
Train: [23584/49632 (48%)]	Loss: 0.000199
Train: [23616/49632 (48%)]	Loss: 0.000181
Train: [23648/49632 (48%)]	Loss: 0.000194
Train: [23680/49632 (48%)]	Loss: 0.000176
Train: [23712/49632 (48%)]	Loss: 0.000417
Train: [23744/49632 (48%)]	Loss: 0.000262
Train: [23776/49632 (48%)]	Loss: 0.000325
Train: [23808/49632 (48%)]	Loss: 0.000166
Train: [23840/49632 (48%)]	Loss: 0.000243
Train: [23872/49632 (48%)]	Loss: 0.000244
Train: [23904/49632 (48%)]	Loss: 0.000532
Train: [23936/49632 (48%)]	Loss: 0.000260
Train: [23968/49632 (48%)]	Loss: 0.000266
Train: [24000/49632 (48%)]	Loss: 0.000284
Train: [24032/49632 (48%)]	Loss: 0.000222
Train: [24064/49632 (48%)]	Loss: 0.000255
Train: [24096/49632 (49%)]	Loss: 0.000291
Train: [24128/49632 (49%)]	Loss: 0.000211
Train: [24160/49632 (49%)]	Loss: 0.000186
Train: [24192/49632 (49%)]	Loss: 0.000263
Train: [24224/49632 (49%)]	Loss: 0.000427
Train: [24256/49632 (49%)]	Loss: 0.000358
Train: [24288/49632 (49%)]	Loss: 0.000179
Train: [24320/49632 (49%)]	Loss: 0.000246
Train: [24352/49632 (49%)]	Loss: 0.000175
Train: [24384/49632 (49%)]	Loss: 0.000444
Train: [24416/49632 (49%)]	Loss: 0.000245
Train: [24448/49632 (49%)]	Loss: 0.000353
Train: [24480/49632 (49%)]	Loss: 0.000212
Train: [24512/49632 (49%)]	Loss: 0.000201
Train: [24544/49632 (49%)]	Loss: 0.000224
Train: [24576/49632 (50%)]	Loss: 0.001249
Train: [24608/49632 (50%)]	Loss: 0.000210
Train: [24640/49632 (50%)]	Loss: 0.000252
Train: [24672/49632 (50%)]	Loss: 0.000306
Train: [24704/49632 (50%)]	Loss: 0.000187
Train: [24736/49632 (50%)]	Loss: 0.000221
Train: [24768/49632 (50%)]	Loss: 0.000208
Train: [24800/49632 (50%)]	Loss: 0.000169
Train: [24832/49632 (50%)]	Loss: 0.000286
Train: [24864/49632 (50%)]	Loss: 0.000280
Train: [24896/49632 (50%)]	Loss: 0.000231
Train: [24928/49632 (50%)]	Loss: 0.000213
Train: [24960/49632 (50%)]	Loss: 0.000196
Train: [24992/49632 (50%)]	Loss: 0.000220
Train: [25024/49632 (50%)]	Loss: 0.000293
Train: [25056/49632 (50%)]	Loss: 0.000194
Train: [25088/49632 (51%)]	Loss: 0.000208
Train: [25120/49632 (51%)]	Loss: 0.000176
Train: [25152/49632 (51%)]	Loss: 0.000199
Train: [25184/49632 (51%)]	Loss: 0.000279
Train: [25216/49632 (51%)]	Loss: 0.000275
Train: [25248/49632 (51%)]	Loss: 0.000182
Train: [25280/49632 (51%)]	Loss: 0.000152
Train: [25312/49632 (51%)]	Loss: 0.000242
Train: [25344/49632 (51%)]	Loss: 0.005479
Train: [25376/49632 (51%)]	Loss: 0.000173
Train: [25408/49632 (51%)]	Loss: 0.000361
Train: [25440/49632 (51%)]	Loss: 0.000207
Train: [25472/49632 (51%)]	Loss: 0.000351
Train: [25504/49632 (51%)]	Loss: 0.000279
Train: [25536/49632 (51%)]	Loss: 0.000332
Train: [25568/49632 (52%)]	Loss: 0.000427
Train: [25600/49632 (52%)]	Loss: 0.000295
Train: [25632/49632 (52%)]	Loss: 0.000203
Train: [25664/49632 (52%)]	Loss: 0.000442
Train: [25696/49632 (52%)]	Loss: 0.000360
Train: [25728/49632 (52%)]	Loss: 0.000465
Train: [25760/49632 (52%)]	Loss: 0.000209
Train: [25792/49632 (52%)]	Loss: 0.000257
Train: [25824/49632 (52%)]	Loss: 0.000371
Train: [25856/49632 (52%)]	Loss: 0.000673
Train: [25888/49632 (52%)]	Loss: 0.000271
Train: [25920/49632 (52%)]	Loss: 0.000311
Train: [25952/49632 (52%)]	Loss: 0.000308
Train: [25984/49632 (52%)]	Loss: 0.000261
Train: [26016/49632 (52%)]	Loss: 0.000196
Train: [26048/49632 (52%)]	Loss: 0.000412
Train: [26080/49632 (53%)]	Loss: 0.000465
Train: [26112/49632 (53%)]	Loss: 0.000265
Train: [26144/49632 (53%)]	Loss: 0.000353
Train: [26176/49632 (53%)]	Loss: 0.000312
Train: [26208/49632 (53%)]	Loss: 0.000256
Train: [26240/49632 (53%)]	Loss: 0.000336
Train: [26272/49632 (53%)]	Loss: 0.000235
Train: [26304/49632 (53%)]	Loss: 0.000332
Train: [26336/49632 (53%)]	Loss: 0.000228
Train: [26368/49632 (53%)]	Loss: 0.000369
Train: [26400/49632 (53%)]	Loss: 0.000413
Train: [26432/49632 (53%)]	Loss: 0.000261
Train: [26464/49632 (53%)]	Loss: 0.000325
Train: [26496/49632 (53%)]	Loss: 0.000265
Train: [26528/49632 (53%)]	Loss: 0.000377
Train: [26560/49632 (54%)]	Loss: 0.000241
Train: [26592/49632 (54%)]	Loss: 0.000296
Train: [26624/49632 (54%)]	Loss: 0.000322
Train: [26656/49632 (54%)]	Loss: 0.000366
Train: [26688/49632 (54%)]	Loss: 0.000172
Train: [26720/49632 (54%)]	Loss: 0.000185
Train: [26752/49632 (54%)]	Loss: 0.000354
Train: [26784/49632 (54%)]	Loss: 0.000226
Train: [26816/49632 (54%)]	Loss: 0.000213
Train: [26848/49632 (54%)]	Loss: 0.000220
Train: [26880/49632 (54%)]	Loss: 0.000192
Train: [26912/49632 (54%)]	Loss: 0.000303
Train: [26944/49632 (54%)]	Loss: 0.000342
Train: [26976/49632 (54%)]	Loss: 0.000238
Train: [27008/49632 (54%)]	Loss: 0.000158
Train: [27040/49632 (54%)]	Loss: 0.000169
Train: [27072/49632 (55%)]	Loss: 0.000208
Train: [27104/49632 (55%)]	Loss: 0.000183
Train: [27136/49632 (55%)]	Loss: 0.000264
Train: [27168/49632 (55%)]	Loss: 0.000173
Train: [27200/49632 (55%)]	Loss: 0.000250
Train: [27232/49632 (55%)]	Loss: 0.000175
Train: [27264/49632 (55%)]	Loss: 0.000209
Train: [27296/49632 (55%)]	Loss: 0.000188
Train: [27328/49632 (55%)]	Loss: 0.000332
Train: [27360/49632 (55%)]	Loss: 0.000175
Train: [27392/49632 (55%)]	Loss: 0.000200
Train: [27424/49632 (55%)]	Loss: 0.000234
Train: [27456/49632 (55%)]	Loss: 0.000166
Train: [27488/49632 (55%)]	Loss: 0.000169
Train: [27520/49632 (55%)]	Loss: 0.000213
Train: [27552/49632 (56%)]	Loss: 0.000210
Train: [27584/49632 (56%)]	Loss: 0.000180
Train: [27616/49632 (56%)]	Loss: 0.000197
Train: [27648/49632 (56%)]	Loss: 0.000158
Train: [27680/49632 (56%)]	Loss: 0.000257
Train: [27712/49632 (56%)]	Loss: 0.000173
Train: [27744/49632 (56%)]	Loss: 0.000594
Train: [27776/49632 (56%)]	Loss: 0.000217
Train: [27808/49632 (56%)]	Loss: 0.000196
Train: [27840/49632 (56%)]	Loss: 0.000333
Train: [27872/49632 (56%)]	Loss: 0.000171
Train: [27904/49632 (56%)]	Loss: 0.000193
Train: [27936/49632 (56%)]	Loss: 0.000142
Train: [27968/49632 (56%)]	Loss: 0.000246
Train: [28000/49632 (56%)]	Loss: 0.000151
Train: [28032/49632 (56%)]	Loss: 0.000204
Train: [28064/49632 (57%)]	Loss: 0.000212
Train: [28096/49632 (57%)]	Loss: 0.000269
Train: [28128/49632 (57%)]	Loss: 0.000246
Train: [28160/49632 (57%)]	Loss: 0.000191
Train: [28192/49632 (57%)]	Loss: 0.017844
Train: [28224/49632 (57%)]	Loss: 0.000444
Train: [28256/49632 (57%)]	Loss: 0.000735
Train: [28288/49632 (57%)]	Loss: 0.000333
Train: [28320/49632 (57%)]	Loss: 0.000366
Train: [28352/49632 (57%)]	Loss: 0.000645
Train: [28384/49632 (57%)]	Loss: 0.000905
Train: [28416/49632 (57%)]	Loss: 0.000316
Train: [28448/49632 (57%)]	Loss: 0.000760
Train: [28480/49632 (57%)]	Loss: 0.000852
Train: [28512/49632 (57%)]	Loss: 0.000718
Train: [28544/49632 (58%)]	Loss: 0.002010
Train: [28576/49632 (58%)]	Loss: 0.001156
Train: [28608/49632 (58%)]	Loss: 0.000555
Train: [28640/49632 (58%)]	Loss: 0.003144
Train: [28672/49632 (58%)]	Loss: 0.000458
Train: [28704/49632 (58%)]	Loss: 0.000495
Train: [28736/49632 (58%)]	Loss: 0.000278
Train: [28768/49632 (58%)]	Loss: 0.000700
Train: [28800/49632 (58%)]	Loss: 0.000307
Train: [28832/49632 (58%)]	Loss: 0.000438
Train: [28864/49632 (58%)]	Loss: 0.000293
Train: [28896/49632 (58%)]	Loss: 0.000285
Train: [28928/49632 (58%)]	Loss: 0.000302
Train: [28960/49632 (58%)]	Loss: 0.000363
Train: [28992/49632 (58%)]	Loss: 0.000323
Train: [29024/49632 (58%)]	Loss: 0.000554
Train: [29056/49632 (59%)]	Loss: 0.000268
Train: [29088/49632 (59%)]	Loss: 0.000161
Train: [29120/49632 (59%)]	Loss: 0.000255
Train: [29152/49632 (59%)]	Loss: 0.000299
Train: [29184/49632 (59%)]	Loss: 0.000195
Train: [29216/49632 (59%)]	Loss: 0.000421
Train: [29248/49632 (59%)]	Loss: 0.000254
Train: [29280/49632 (59%)]	Loss: 0.000267
Train: [29312/49632 (59%)]	Loss: 0.000262
Train: [29344/49632 (59%)]	Loss: 0.000202
Train: [29376/49632 (59%)]	Loss: 0.000794
Train: [29408/49632 (59%)]	Loss: 0.000205
Train: [29440/49632 (59%)]	Loss: 0.000403
Train: [29472/49632 (59%)]	Loss: 0.000239
Train: [29504/49632 (59%)]	Loss: 0.000293
Train: [29536/49632 (60%)]	Loss: 0.000263
Train: [29568/49632 (60%)]	Loss: 0.000272
Train: [29600/49632 (60%)]	Loss: 0.000257
Train: [29632/49632 (60%)]	Loss: 0.000341
Train: [29664/49632 (60%)]	Loss: 0.000445
Train: [29696/49632 (60%)]	Loss: 0.000271
Train: [29728/49632 (60%)]	Loss: 0.000280
Train: [29760/49632 (60%)]	Loss: 0.000189
Train: [29792/49632 (60%)]	Loss: 0.000241
Train: [29824/49632 (60%)]	Loss: 0.000241
Train: [29856/49632 (60%)]	Loss: 0.000369
Train: [29888/49632 (60%)]	Loss: 0.000416
Train: [29920/49632 (60%)]	Loss: 0.000232
Train: [29952/49632 (60%)]	Loss: 0.000228
Train: [29984/49632 (60%)]	Loss: 0.000326
Train: [30016/49632 (60%)]	Loss: 0.000417
Train: [30048/49632 (61%)]	Loss: 0.000162
Train: [30080/49632 (61%)]	Loss: 0.000234
Train: [30112/49632 (61%)]	Loss: 0.000331
Train: [30144/49632 (61%)]	Loss: 0.000217
Train: [30176/49632 (61%)]	Loss: 0.000322
Train: [30208/49632 (61%)]	Loss: 0.000190
Train: [30240/49632 (61%)]	Loss: 0.000360
Train: [30272/49632 (61%)]	Loss: 0.000192
Train: [30304/49632 (61%)]	Loss: 0.000222
Train: [30336/49632 (61%)]	Loss: 0.000285
Train: [30368/49632 (61%)]	Loss: 0.000232
Train: [30400/49632 (61%)]	Loss: 0.000147
Train: [30432/49632 (61%)]	Loss: 0.000260
Train: [30464/49632 (61%)]	Loss: 0.000241
Train: [30496/49632 (61%)]	Loss: 0.000203
Train: [30528/49632 (62%)]	Loss: 0.000164
Train: [30560/49632 (62%)]	Loss: 0.000250
Train: [30592/49632 (62%)]	Loss: 0.000185
Train: [30624/49632 (62%)]	Loss: 0.000416
Train: [30656/49632 (62%)]	Loss: 0.000173
Train: [30688/49632 (62%)]	Loss: 0.000195
Train: [30720/49632 (62%)]	Loss: 0.000127
Train: [30752/49632 (62%)]	Loss: 0.000145
Train: [30784/49632 (62%)]	Loss: 0.000141
Train: [30816/49632 (62%)]	Loss: 0.000160
Train: [30848/49632 (62%)]	Loss: 0.000233
Train: [30880/49632 (62%)]	Loss: 0.000226
Train: [30912/49632 (62%)]	Loss: 0.000200
Train: [30944/49632 (62%)]	Loss: 0.000182
Train: [30976/49632 (62%)]	Loss: 0.000240
Train: [31008/49632 (62%)]	Loss: 0.000209
Train: [31040/49632 (63%)]	Loss: 0.000199
Train: [31072/49632 (63%)]	Loss: 0.000203
Train: [31104/49632 (63%)]	Loss: 0.000243
Train: [31136/49632 (63%)]	Loss: 0.000206
Train: [31168/49632 (63%)]	Loss: 0.000163
Train: [31200/49632 (63%)]	Loss: 0.000160
Train: [31232/49632 (63%)]	Loss: 0.000193
Train: [31264/49632 (63%)]	Loss: 0.000181
Train: [31296/49632 (63%)]	Loss: 0.000146
Train: [31328/49632 (63%)]	Loss: 0.000140
Train: [31360/49632 (63%)]	Loss: 0.000233
Train: [31392/49632 (63%)]	Loss: 0.000156
Train: [31424/49632 (63%)]	Loss: 0.000252
Train: [31456/49632 (63%)]	Loss: 0.000237
Train: [31488/49632 (63%)]	Loss: 0.000126
Train: [31520/49632 (64%)]	Loss: 0.000155
Train: [31552/49632 (64%)]	Loss: 0.000140
Train: [31584/49632 (64%)]	Loss: 0.000161
Train: [31616/49632 (64%)]	Loss: 0.000231
Train: [31648/49632 (64%)]	Loss: 0.000164
Train: [31680/49632 (64%)]	Loss: 0.000159
Train: [31712/49632 (64%)]	Loss: 0.000203
Train: [31744/49632 (64%)]	Loss: 0.000177
Train: [31776/49632 (64%)]	Loss: 0.000160
Train: [31808/49632 (64%)]	Loss: 0.000221
Train: [31840/49632 (64%)]	Loss: 0.000223
Train: [31872/49632 (64%)]	Loss: 0.000201
Train: [31904/49632 (64%)]	Loss: 0.000917
Train: [31936/49632 (64%)]	Loss: 0.000149
Train: [31968/49632 (64%)]	Loss: 0.000190
Train: [32000/49632 (64%)]	Loss: 0.000174
Train: [32032/49632 (65%)]	Loss: 0.000201
Train: [32064/49632 (65%)]	Loss: 0.000186
Train: [32096/49632 (65%)]	Loss: 0.000207
Train: [32128/49632 (65%)]	Loss: 0.000185
Train: [32160/49632 (65%)]	Loss: 0.000201
Train: [32192/49632 (65%)]	Loss: 0.000195
Train: [32224/49632 (65%)]	Loss: 0.000236
Train: [32256/49632 (65%)]	Loss: 0.000143
Train: [32288/49632 (65%)]	Loss: 0.000176
Train: [32320/49632 (65%)]	Loss: 0.000232
Train: [32352/49632 (65%)]	Loss: 0.000157
Train: [32384/49632 (65%)]	Loss: 0.000176
Train: [32416/49632 (65%)]	Loss: 0.000217
Train: [32448/49632 (65%)]	Loss: 0.000189
Train: [32480/49632 (65%)]	Loss: 0.000212
Train: [32512/49632 (66%)]	Loss: 0.000262
Train: [32544/49632 (66%)]	Loss: 0.000163
Train: [32576/49632 (66%)]	Loss: 0.000223
Train: [32608/49632 (66%)]	Loss: 0.000160
Train: [32640/49632 (66%)]	Loss: 0.000103
Train: [32672/49632 (66%)]	Loss: 0.000192
Train: [32704/49632 (66%)]	Loss: 0.000181
Train: [32736/49632 (66%)]	Loss: 0.000210
Train: [32768/49632 (66%)]	Loss: 0.000177
Train: [32800/49632 (66%)]	Loss: 0.000137
Train: [32832/49632 (66%)]	Loss: 0.000213
Train: [32864/49632 (66%)]	Loss: 0.000175
Train: [32896/49632 (66%)]	Loss: 0.000178
Train: [32928/49632 (66%)]	Loss: 0.000138
Train: [32960/49632 (66%)]	Loss: 0.000140
Train: [32992/49632 (66%)]	Loss: 0.000190
Train: [33024/49632 (67%)]	Loss: 0.000135
Train: [33056/49632 (67%)]	Loss: 0.000212
Train: [33088/49632 (67%)]	Loss: 0.000160
Train: [33120/49632 (67%)]	Loss: 0.000155
Train: [33152/49632 (67%)]	Loss: 0.000201
Train: [33184/49632 (67%)]	Loss: 0.000202
Train: [33216/49632 (67%)]	Loss: 0.000144
Train: [33248/49632 (67%)]	Loss: 0.000145
Train: [33280/49632 (67%)]	Loss: 0.000151
Train: [33312/49632 (67%)]	Loss: 0.000219
Train: [33344/49632 (67%)]	Loss: 0.000148
Train: [33376/49632 (67%)]	Loss: 0.000309
Train: [33408/49632 (67%)]	Loss: 0.000175
Train: [33440/49632 (67%)]	Loss: 0.000188
Train: [33472/49632 (67%)]	Loss: 0.000140
Train: [33504/49632 (68%)]	Loss: 0.000198
Train: [33536/49632 (68%)]	Loss: 0.000134
Train: [33568/49632 (68%)]	Loss: 0.000117
Train: [33600/49632 (68%)]	Loss: 0.000138
Train: [33632/49632 (68%)]	Loss: 0.000121
Train: [33664/49632 (68%)]	Loss: 0.000186
Train: [33696/49632 (68%)]	Loss: 0.000204
Train: [33728/49632 (68%)]	Loss: 0.000151
Train: [33760/49632 (68%)]	Loss: 0.000117
Train: [33792/49632 (68%)]	Loss: 0.000216
Train: [33824/49632 (68%)]	Loss: 0.000181
Train: [33856/49632 (68%)]	Loss: 0.000278
Train: [33888/49632 (68%)]	Loss: 0.000171
Train: [33920/49632 (68%)]	Loss: 0.000127
Train: [33952/49632 (68%)]	Loss: 0.000112
Train: [33984/49632 (68%)]	Loss: 0.000160
Train: [34016/49632 (69%)]	Loss: 0.000115
Train: [34048/49632 (69%)]	Loss: 0.000127
Train: [34080/49632 (69%)]	Loss: 0.000203
Train: [34112/49632 (69%)]	Loss: 0.000114
Train: [34144/49632 (69%)]	Loss: 0.000210
Train: [34176/49632 (69%)]	Loss: 0.000161
Train: [34208/49632 (69%)]	Loss: 0.001473
Train: [34240/49632 (69%)]	Loss: 0.000165
Train: [34272/49632 (69%)]	Loss: 0.000131
Train: [34304/49632 (69%)]	Loss: 0.000170
Train: [34336/49632 (69%)]	Loss: 0.000165
Train: [34368/49632 (69%)]	Loss: 0.000198
Train: [34400/49632 (69%)]	Loss: 0.000246
Train: [34432/49632 (69%)]	Loss: 0.000190
Train: [34464/49632 (69%)]	Loss: 0.000246
Train: [34496/49632 (70%)]	Loss: 0.000182
Train: [34528/49632 (70%)]	Loss: 0.001727
Train: [34560/49632 (70%)]	Loss: 0.000762
Train: [34592/49632 (70%)]	Loss: 0.000180
Train: [34624/49632 (70%)]	Loss: 0.000190
Train: [34656/49632 (70%)]	Loss: 0.000118
Train: [34688/49632 (70%)]	Loss: 0.000131
Train: [34720/49632 (70%)]	Loss: 0.000199
Train: [34752/49632 (70%)]	Loss: 0.000187
Train: [34784/49632 (70%)]	Loss: 0.000245
Train: [34816/49632 (70%)]	Loss: 0.000213
Train: [34848/49632 (70%)]	Loss: 0.000267
Train: [34880/49632 (70%)]	Loss: 0.000183
Train: [34912/49632 (70%)]	Loss: 0.000163
Train: [34944/49632 (70%)]	Loss: 0.000215
Train: [34976/49632 (70%)]	Loss: 0.000199
Train: [35008/49632 (71%)]	Loss: 0.000133
